n_alive,new_deaths,cum_deaths,meningitis.n_susceptible,meningitis.n_infected,meningitis.n_recovered,meningitis.n_exposed,meningitis.prevalence,meningitis.new_infections,meningitis.cum_infections,meningitis.rel_sus,meningitis.new_recoveries,meningitis.recovered,meningitis.exposed
1971.0,2.0,27.0,503.0,609.0,665.0,194.0,0.3089802130898021,34.0,926.0,0.9987955715627803,0.0,0.0,194.0
1970.0,1.0,29.0,505.0,592.0,686.0,187.0,0.300507614213198,33.0,959.0,0.998751876171753,0.0,0.0,187.0
1969.0,1.0,30.0,506.0,575.0,689.0,199.0,0.2920264093448451,39.0,998.0,0.9987102339582563,0.0,0.0,199.0
1969.0,0.0,31.0,512.0,552.0,723.0,182.0,0.2803453529710513,37.0,1035.0,0.9986597065779218,0.0,0.0,182.0
1967.0,2.0,31.0,505.0,527.0,732.0,203.0,0.2679206914082359,31.0,1066.0,0.9986188157090655,0.0,0.0,203.0
1964.0,3.0,33.0,508.0,516.0,750.0,190.0,0.26272912423625255,46.0,1112.0,0.9985693362439633,0.0,0.0,190.0
1963.0,1.0,36.0,524.0,528.0,739.0,172.0,0.26897605705552724,40.0,1152.0,0.9985254834558551,0.0,0.0,172.0
1961.0,2.0,37.0,552.0,523.0,711.0,175.0,0.266700662927078,32.0,1184.0,0.998483192940574,0.0,0.0,175.0
1960.0,1.0,39.0,573.0,530.0,705.0,152.0,0.27040816326530615,26.0,1210.0,0.9984399262303555,0.0,0.0,152.0
1956.0,4.0,40.0,594.0,517.0,695.0,150.0,0.26431492842535786,34.0,1244.0,0.998406339789032,0.0,0.0,150.0
1955.0,1.0,44.0,608.0,501.0,673.0,173.0,0.25626598465473144,24.0,1268.0,0.9983631432643402,0.0,0.0,173.0
1954.0,1.0,45.0,658.0,500.0,655.0,141.0,0.25588536335721596,28.0,1296.0,0.9983154195146735,0.0,0.0,141.0
1951.0,3.0,46.0,670.0,499.0,630.0,152.0,0.2557662737057919,38.0,1334.0,0.9982834690027319,0.0,0.0,152.0
1950.0,1.0,49.0,666.0,501.0,622.0,161.0,0.2569230769230769,37.0,1371.0,0.9982366964153873,0.0,0.0,161.0
1948.0,2.0,50.0,672.0,507.0,606.0,163.0,0.26026694045174537,27.0,1398.0,0.9981870977809408,0.0,0.0,163.0
1946.0,2.0,52.0,677.0,508.0,601.0,160.0,0.26104830421377184,38.0,1436.0,0.9981431774273599,0.0,0.0,160.0
1942.0,4.0,54.0,666.0,518.0,605.0,153.0,0.266735324407827,44.0,1480.0,0.9980987850941176,0.0,0.0,153.0
1940.0,2.0,58.0,665.0,522.0,597.0,156.0,0.2690721649484536,34.0,1514.0,0.9980523849435246,0.0,0.0,156.0
1937.0,3.0,60.0,664.0,515.0,604.0,154.0,0.26587506453278265,33.0,1547.0,0.9980055150779248,0.0,0.0,154.0
1933.0,4.0,63.0,674.0,523.0,599.0,137.0,0.27056389032591827,31.0,1578.0,0.9979556154784138,0.0,0.0,137.0
1932.0,1.0,67.0,650.0,503.0,625.0,154.0,0.260351966873706,37.0,1615.0,0.9979144669720639,0.0,0.0,154.0
1929.0,3.0,68.0,655.0,497.0,636.0,141.0,0.2576464489372732,33.0,1648.0,0.9978641384319346,0.0,0.0,141.0
1928.0,1.0,71.0,650.0,493.0,639.0,146.0,0.25570539419087135,40.0,1688.0,0.9978246097349869,0.0,0.0,146.0
1924.0,4.0,72.0,668.0,505.0,613.0,138.0,0.2624740124740125,45.0,1733.0,0.9977865646422885,0.0,0.0,138.0
1921.0,3.0,76.0,652.0,510.0,629.0,130.0,0.26548672566371684,32.0,1765.0,0.9977476483608934,0.0,0.0,130.0
1921.0,0.0,79.0,660.0,523.0,603.0,135.0,0.27225403435710566,23.0,1788.0,0.9977077312224292,0.0,0.0,135.0
1919.0,2.0,79.0,667.0,530.0,583.0,139.0,0.2761855132881709,27.0,1815.0,0.9976652595453432,0.0,0.0,139.0
1916.0,3.0,81.0,685.0,514.0,571.0,146.0,0.26826722338204595,29.0,1844.0,0.997623344853703,0.0,0.0,146.0
1915.0,1.0,84.0,685.0,518.0,558.0,154.0,0.2704960835509138,38.0,1882.0,0.9975757682565344,0.0,0.0,154.0
1913.0,2.0,85.0,685.0,528.0,553.0,147.0,0.276006272869838,38.0,1920.0,0.997524089520106,0.0,0.0,147.0
1911.0,2.0,87.0,649.0,538.0,572.0,152.0,0.2815279958137101,39.0,1959.0,0.997481785552337,0.0,0.0,152.0
1906.0,5.0,89.0,625.0,529.0,611.0,141.0,0.2775445960125918,33.0,1992.0,0.9974291562478103,0.0,0.0,141.0
1904.0,2.0,94.0,613.0,518.0,632.0,141.0,0.27205882352941174,25.0,2017.0,0.9973843479844641,0.0,0.0,141.0
1900.0,4.0,96.0,618.0,511.0,630.0,141.0,0.26894736842105266,29.0,2046.0,0.997355382429304,0.0,0.0,141.0
1898.0,2.0,100.0,623.0,506.0,632.0,137.0,0.2665964172813488,38.0,2084.0,0.9973137202481974,0.0,0.0,137.0
1896.0,2.0,102.0,623.0,518.0,621.0,134.0,0.2732067510548523,43.0,2127.0,0.9972710466538647,0.0,0.0,134.0
1894.0,2.0,104.0,625.0,517.0,623.0,129.0,0.2729672650475185,36.0,2163.0,0.997228936761291,0.0,0.0,129.0
1893.0,1.0,106.0,651.0,506.0,605.0,131.0,0.26730058108821975,37.0,2200.0,0.9971852911339198,0.0,0.0,131.0
1892.0,1.0,107.0,651.0,514.0,581.0,146.0,0.27167019027484146,39.0,2239.0,0.9971458832090903,0.0,0.0,146.0
1891.0,1.0,108.0,658.0,531.0,581.0,121.0,0.2808038075092544,42.0,2281.0,0.9970970661253107,0.0,0.0,121.0
1890.0,1.0,109.0,657.0,546.0,570.0,117.0,0.28888888888888886,35.0,2316.0,0.9970587882321452,0.0,0.0,117.0
1889.0,1.0,110.0,636.0,532.0,575.0,146.0,0.28163049232398096,29.0,2345.0,0.9970173969133195,0.0,0.0,146.0
1885.0,4.0,111.0,619.0,565.0,556.0,145.0,0.29973474801061006,39.0,2384.0,0.9969650240555419,0.0,0.0,145.0
1885.0,0.0,115.0,619.0,564.0,565.0,137.0,0.2992042440318302,43.0,2427.0,0.9969202648861486,0.0,0.0,137.0
1885.0,0.0,115.0,635.0,558.0,568.0,124.0,0.29602122015915117,39.0,2466.0,0.9968769657331089,0.0,0.0,124.0
1883.0,2.0,115.0,634.0,553.0,583.0,113.0,0.2936802973977695,30.0,2496.0,0.9968368862396764,0.0,0.0,113.0
1883.0,0.0,117.0,634.0,562.0,573.0,114.0,0.2984599044078598,34.0,2530.0,0.9968016135240232,0.0,0.0,114.0
1882.0,1.0,117.0,615.0,542.0,581.0,144.0,0.2879914984059511,34.0,2564.0,0.996762662884394,0.0,0.0,144.0
1879.0,3.0,118.0,612.0,581.0,565.0,121.0,0.30920702501330494,33.0,2597.0,0.9967099673091183,0.0,0.0,121.0
1878.0,1.0,121.0,600.0,571.0,572.0,135.0,0.30404685835995743,31.0,2628.0,0.9966700403256619,0.0,0.0,135.0
1875.0,3.0,122.0,594.0,571.0,576.0,134.0,0.3045333333333333,36.0,2664.0,0.9966216694932,0.0,0.0,134.0
1872.0,3.0,125.0,599.0,560.0,600.0,113.0,0.29914529914529914,27.0,2691.0,0.9965733428350143,0.0,0.0,113.0
1871.0,1.0,128.0,613.0,546.0,611.0,101.0,0.2918225547835382,29.0,2720.0,0.9965383107982695,0.0,0.0,101.0
1867.0,4.0,129.0,612.0,530.0,612.0,113.0,0.28387787895018746,29.0,2749.0,0.9965098172718196,0.0,0.0,113.0
1866.0,1.0,133.0,604.0,528.0,618.0,116.0,0.2829581993569132,32.0,2781.0,0.996467615890918,0.0,0.0,116.0
1866.0,0.0,134.0,610.0,535.0,611.0,110.0,0.2867095391211147,29.0,2810.0,0.99642545305009,0.0,0.0,110.0
1863.0,3.0,134.0,609.0,533.0,585.0,136.0,0.28609769189479334,40.0,2850.0,0.9963897365394181,0.0,0.0,136.0
1861.0,2.0,137.0,607.0,522.0,613.0,119.0,0.28049435787211174,37.0,2887.0,0.9963391010542478,0.0,0.0,119.0
1856.0,5.0,139.0,629.0,517.0,602.0,108.0,0.2785560344827586,35.0,2922.0,0.9962965215931276,0.0,0.0,108.0
1856.0,0.0,144.0,654.0,508.0,583.0,111.0,0.27370689655172414,34.0,2956.0,0.996262524784398,0.0,0.0,111.0
1855.0,1.0,144.0,668.0,514.0,565.0,108.0,0.277088948787062,36.0,2992.0,0.9962264230812229,0.0,0.0,108.0
1853.0,2.0,145.0,665.0,510.0,571.0,107.0,0.27522935779816515,29.0,3021.0,0.9961871504350004,0.0,0.0,107.0
1851.0,2.0,147.0,657.0,512.0,566.0,116.0,0.27660723933009185,29.0,3050.0,0.9961479136542084,0.0,0.0,116.0
1848.0,3.0,149.0,668.0,524.0,550.0,106.0,0.28354978354978355,32.0,3082.0,0.9961108412587419,0.0,0.0,106.0
1846.0,2.0,152.0,678.0,523.0,540.0,105.0,0.2833152762730228,36.0,3118.0,0.9960722921012237,0.0,0.0,105.0
1846.0,0.0,154.0,683.0,520.0,537.0,106.0,0.28169014084507044,23.0,3141.0,0.9960321588830056,0.0,0.0,106.0
1846.0,0.0,154.0,688.0,508.0,537.0,113.0,0.27518959913326113,38.0,3179.0,0.9959942213366749,0.0,0.0,113.0
1846.0,0.0,154.0,668.0,522.0,545.0,111.0,0.28277356446370533,37.0,3216.0,0.9959530799056854,0.0,0.0,111.0
1842.0,4.0,154.0,664.0,519.0,542.0,117.0,0.28175895765472314,30.0,3246.0,0.9959108965365053,0.0,0.0,117.0
1840.0,2.0,158.0,659.0,533.0,530.0,118.0,0.2896739130434783,41.0,3287.0,0.9958687516909503,0.0,0.0,118.0
1837.0,3.0,160.0,659.0,540.0,537.0,101.0,0.2939575394665215,30.0,3317.0,0.9958239465581554,0.0,0.0,101.0
1834.0,3.0,163.0,642.0,534.0,555.0,103.0,0.29116684841875684,34.0,3351.0,0.9957883581806134,0.0,0.0,103.0
1833.0,1.0,166.0,661.0,514.0,544.0,114.0,0.28041462084015273,23.0,3374.0,0.9957479445076426,0.0,0.0,114.0
1828.0,5.0,167.0,639.0,512.0,552.0,125.0,0.2800875273522976,39.0,3413.0,0.99571874995138,0.0,0.0,125.0
