n_alive,new_deaths,cum_deaths,meningitis.n_susceptible,meningitis.n_infected,meningitis.n_recovered,meningitis.n_exposed,meningitis.prevalence,meningitis.new_infections,meningitis.cum_infections,meningitis.rel_sus,meningitis.new_recoveries,meningitis.recovered,meningitis.exposed
9529.0,15.0,456.0,2279.0,3040.0,3424.0,786.0,0.3190261307587365,196.0,10795.0,0.9972048913879629,0.0,0.0,786.0
9519.0,10.0,471.0,2316.0,3025.0,3446.0,732.0,0.31778548166824244,203.0,10998.0,0.9971540719786935,0.0,0.0,732.0
9510.0,9.0,481.0,2367.0,3005.0,3391.0,747.0,0.3159831756046267,189.0,11187.0,0.9971092292042741,0.0,0.0,747.0
9496.0,14.0,490.0,2383.0,2995.0,3382.0,736.0,0.3153959561920809,183.0,11370.0,0.997061202172382,0.0,0.0,736.0
9488.0,8.0,504.0,2415.0,2944.0,3408.0,721.0,0.3102866779089376,177.0,11547.0,0.9970221092461596,0.0,0.0,721.0
9478.0,10.0,512.0,2388.0,2941.0,3398.0,751.0,0.31029753112470987,196.0,11743.0,0.9969755898802165,0.0,0.0,751.0
9474.0,4.0,522.0,2412.0,3016.0,3349.0,697.0,0.3183449440574203,191.0,11934.0,0.9969255358126059,0.0,0.0,697.0
9462.0,12.0,526.0,2464.0,3015.0,3307.0,676.0,0.3186429930247305,177.0,12111.0,0.9968781577396391,0.0,0.0,676.0
9449.0,13.0,538.0,2512.0,2974.0,3276.0,687.0,0.31474230077256854,179.0,12290.0,0.9968334532174856,0.0,0.0,687.0
9438.0,11.0,551.0,2524.0,2945.0,3289.0,680.0,0.31203644840008476,178.0,12468.0,0.9967866852948464,0.0,0.0,680.0
9424.0,14.0,562.0,2511.0,2948.0,3272.0,693.0,0.3128183361629881,184.0,12652.0,0.9967414330412121,0.0,0.0,693.0
9407.0,17.0,576.0,2499.0,2957.0,3241.0,710.0,0.314340384819815,189.0,12841.0,0.9966932761966902,0.0,0.0,710.0
9393.0,14.0,593.0,2500.0,2945.0,3253.0,695.0,0.31353135313531355,186.0,13027.0,0.9966443216404085,0.0,0.0,695.0
9383.0,10.0,607.0,2483.0,2937.0,3268.0,695.0,0.3130128956623681,196.0,13223.0,0.9965973055953641,0.0,0.0,695.0
9375.0,8.0,617.0,2482.0,2940.0,3280.0,673.0,0.3136,199.0,13422.0,0.996556651131784,0.0,0.0,673.0
9360.0,15.0,625.0,2457.0,2909.0,3288.0,706.0,0.3107905982905983,171.0,13593.0,0.9965098573764818,0.0,0.0,706.0
9357.0,3.0,640.0,2437.0,2950.0,3277.0,693.0,0.3152719888853265,187.0,13780.0,0.996460763830565,0.0,0.0,693.0
9349.0,8.0,643.0,2429.0,2931.0,3301.0,688.0,0.3135094662530752,172.0,13952.0,0.9964102244214403,0.0,0.0,688.0
9338.0,11.0,651.0,2414.0,2915.0,3320.0,689.0,0.31216534589847933,171.0,14123.0,0.996361967213272,0.0,0.0,689.0
9331.0,7.0,662.0,2421.0,2893.0,3347.0,670.0,0.31004179616332656,184.0,14307.0,0.996314392945969,0.0,0.0,670.0
9320.0,11.0,669.0,2455.0,2887.0,3351.0,627.0,0.3097639484978541,190.0,14497.0,0.9962680333878047,0.0,0.0,627.0
9312.0,8.0,680.0,2462.0,2878.0,3311.0,661.0,0.3090635738831615,170.0,14667.0,0.996223739256596,0.0,0.0,661.0
9304.0,8.0,688.0,2486.0,2871.0,3294.0,653.0,0.3085769561478934,184.0,14851.0,0.9961768236168331,0.0,0.0,653.0
9295.0,9.0,696.0,2476.0,2908.0,3273.0,638.0,0.31285637439483593,208.0,15059.0,0.9961325063038262,0.0,0.0,638.0
9283.0,12.0,705.0,2518.0,2901.0,3189.0,675.0,0.31250673273726165,178.0,15237.0,0.99609335240396,0.0,0.0,675.0
9270.0,13.0,717.0,2473.0,2913.0,3190.0,694.0,0.31423948220064724,189.0,15426.0,0.9960432843690912,0.0,0.0,694.0
9259.0,11.0,730.0,2470.0,2961.0,3158.0,670.0,0.3197969543147208,187.0,15613.0,0.9959926171396227,0.0,0.0,670.0
9252.0,7.0,741.0,2447.0,2952.0,3130.0,723.0,0.31906614785992216,188.0,15801.0,0.9959427485869012,0.0,0.0,723.0
9244.0,8.0,748.0,2397.0,2943.0,3206.0,698.0,0.3183686715707486,190.0,15991.0,0.9958894860091305,0.0,0.0,698.0
9231.0,13.0,756.0,2369.0,2968.0,3219.0,675.0,0.3215252952009533,213.0,16204.0,0.9958420763424757,0.0,0.0,675.0
9222.0,9.0,769.0,2363.0,3011.0,3232.0,616.0,0.32650184341791366,211.0,16415.0,0.9957937425940712,0.0,0.0,616.0
9215.0,7.0,778.0,2364.0,2992.0,3262.0,597.0,0.32468800868149755,179.0,16594.0,0.9957494299855435,0.0,0.0,597.0
9206.0,9.0,785.0,2393.0,2956.0,3226.0,631.0,0.32109493808385836,150.0,16744.0,0.9957053728180953,0.0,0.0,631.0
9198.0,8.0,794.0,2399.0,2937.0,3238.0,624.0,0.3193085453359426,174.0,16918.0,0.9956599585613662,0.0,0.0,624.0
9193.0,5.0,802.0,2409.0,2961.0,3204.0,619.0,0.322092896769281,188.0,17106.0,0.9956188541779227,0.0,0.0,619.0
